switch_delay_s,task,level,x_m,feature,value,limit,fatal,reason
0,jump_on_and_off_box,1,1,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.06,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.16,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.26,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.36,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.46,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.56,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,1.66,step_up_m,0.2,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.50554,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.56551,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.66547,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.76543,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.86539,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,3.96534,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,4.0653,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,4.16526,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,4.26522,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.20097,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.26096,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.36095,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.46094,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.56093,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.66092,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.76091,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.8609,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,6.96089,step_up_m,0.32,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,8.85792,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,8.95791,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.05789,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.15788,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.25786,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.35785,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.45783,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,9.55782,step_up_m,0.365,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.4971,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.5571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.6571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.7571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.8571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,11.9571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,12.0571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,12.1571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,12.2571,step_up_m,0.425,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.2003,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.2602,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.36,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.4597,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.5595,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.6592,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.759,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.8588,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,14.9585,step_up_m,0.465,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,1,16.9367,gap_m,0.05,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,1,16.9847,gap_m,0.1,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,1,17.0806,gap_m,0.2,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,1,17.1766,gap_m,0.3,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,1,17.2725,gap_m,0.35,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.3525,gap_m,0.45,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.4524,gap_m,0.55,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.5523,gap_m,0.65,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.6523,gap_m,0.75,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.7522,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.8521,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,17.952,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,18.052,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,1,18.1519,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,1,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.06,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.16,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.26,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.36,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.46,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.55982,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,1.65953,step_up_m,0.245,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,3.66531,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,3.7653,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,3.86529,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,3.96529,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,4.06528,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,4.16527,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,4.26526,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,4.36526,step_up_m,0.3,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.24988,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.26988,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.36986,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.46985,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.56983,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.66982,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.7698,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.86979,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,6.96977,step_up_m,0.38,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,8.70453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,8.76453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,8.86453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,8.96453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,9.06453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,9.16453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,9.26453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,9.36453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,9.46453,step_up_m,0.4,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.2133,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.2533,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.3532,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.4532,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.5532,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.6531,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.7531,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.8531,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,11.9531,step_up_m,0.46,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,13.8052,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,13.8651,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,13.965,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.0649,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.1648,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.2647,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.3646,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.4644,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,14.5643,step_up_m,0.525,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,2,16.945,gap_m,0.05,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,2,16.993,gap_m,0.1,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,2,17.089,gap_m,0.2,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,2,17.1849,gap_m,0.3,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,2,17.2329,gap_m,0.35,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.2529,gap_m,0.35,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.3528,gap_m,0.45,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.4528,gap_m,0.55,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.5527,gap_m,0.65,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.6527,gap_m,0.75,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.7526,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,2,17.8526,gap_m,0.85,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,3,1,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.06,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.16,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.26,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.36,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.46,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.55993,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,1.65981,step_up_m,0.33,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.29897,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.35892,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.45884,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.55876,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.65868,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.7586,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.85852,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,3.95843,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,4.05835,step_up_m,0.345,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,5.79884,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,5.8588,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,5.95874,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.05867,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.1586,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.25853,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.35846,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.4584,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,6.55833,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.35328,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.45317,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.55306,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.65295,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.75284,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.85272,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,8.95261,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,9.0525,step_up_m,0.445,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,10.9137,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,10.9536,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.0535,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.1533,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.2532,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.353,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.4528,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.5527,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,11.6525,step_up_m,0.49,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.4583,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.5581,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.658,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.7579,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.8578,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,13.9577,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,14.0576,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,14.1575,step_up_m,0.56,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,3,16.9655,gap_m,0.05,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,3,17.0615,gap_m,0.15,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,3,17.1575,gap_m,0.25,0,False,"gap wider than any jump in the library can clear, but narrower than the fore-aft foot span - it may be steppable; FOOT_SPAN_X is CALIBRATION_NEEDED"
0,jump_on_and_off_box,3,17.2535,gap_m,0.35,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,3,17.3535,gap_m,0.45,0,True,gap crossing needs a jump with forward velocity; no skill in the library has one
0,jump_on_and_off_box,4,1,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.06,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.16,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.26,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.36,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.46,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.55997,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,1.65993,step_up_m,0.355,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,3.56713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,3.66713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,3.76713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,3.86713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,3.96713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,4.06713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,4.16713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,4.26713,step_up_m,0.385,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,5.85053,step_up_m,0.45,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,5.95048,step_up_m,0.45,0.15,True,step taller than the jump can reach
0,jump_on_and_off_box,4,6.05042,step_up_m,0.45,0.15,True,step taller than the jump can reach
